TitleName,TvRating,Genre,TitleId,YearMade,Score 
the adventures of chuck & friends,2011,Comedy,TV-Y,524,0
transformers: rescue bots,2016,Comedy,TV-Y7,525,0
thomas & friends: king of the railway,2013,Comedy,TV-G,526,0
lego: marvel super heroes: maximum overload,2013,Comedy,TV-Y7-FV,527,0
max steel,2014,Comedy,TV-Y7-FV,528,0
transformers prime beast hunters: predacons rising,2013,Comedy,TV-Y7-FV,529,0
agent f.o.x.,2014,Comedy,PG,530,0
veggietales in the house,2016,Comedy,TV-Y,531,0
thunder and the house of magic,2013,Comedy,TV-G,532,0
all hail king julien,2016,Comedy,TV-Y7-FV,533,71
kong: king of the apes,2016,Comedy,TV-Y7-FV,534,0
marvel super hero adventures: frost fight!,2015,Comedy,PG,535,0
slugterra: slug fu showdown,2015,Comedy,TV-Y7-FV,536,0
dinotrux,2017,Comedy,TV-Y7-FV,537,0
edgar rice burroughs' tarzan and jane,2017,Comedy,TV-Y7-FV,538,0
lego dc comics: batman be-leaguered,2014,Comedy,TV-Y7,539,0
trollhunters,2016,Comedy,TV-Y7-FV,540,83
power rangers dino charge,2015,Comedy,TV-Y7,541,0
bunks,2013,Comedy,TV-PG,542,0
the jungle book,2016,Comedy,PG,543,97
the angry birds movie,2016,Comedy,PG,544,92
the secret life of pets,2016,Comedy,PG,545,0
the furchester hotel,2015,Comedy,TV-Y,546,0
marvel's hulk: where monsters dwell,2016,Comedy,PG,547,0
angry birds,2013,Comedy,TV-G,548,0
talking tom and friends,2016,Comedy,TV-G,549,61
nexo knights,2015,Comedy,TV-Y7-FV,550,0
the nightmare before christmas,1993,Comedy,PG,551,84
an extremely goofy movie,1999,Comedy,G,552,67
scooby-doo,2002,Comedy,PG,553,86
the iron giant,1999,Comedy,PG,554,83
star wars: the clone wars,2008,Comedy,PG,555,57
cars toons: mater's tall tales,2010,Comedy,TV-G,556,74
the batman,2007,Comedy,TV-Y7,557,77
justice league,2003,Comedy,TV-Y7-FV,558,66
justice league unlimited,2005,Comedy,TV-Y7-FV,559,0
the cat in the hat knows a lot about that!,2014,Comedy,TV-Y,560,0
mighty morphin power rangers,2010,Comedy,TV-Y7-FV,561,73
bob the builder,2015,Comedy,TV-Y,562,0
beyblade: metal fusion,2009,Comedy,TV-Y7,563,0
ninja turtles: the next mutation,1997,Comedy,TV-Y7-FV,564,0
transformers prime,2013,Comedy,TV-Y7-FV,565,0
dreamworks kung fu panda awesome secrets,2008,Romance,TV-PG,566,0
lego ninjago: masters of spinjitzu,2015,Romance,TV-Y7-FV,567,67
transformers: rescue bots,2016,Romance,TV-Y7,568,0
goosebumps,1998,Romance,TV-Y7,569,88
lego ninjago: masters of spinjitzu: way of the ninja,2011,Romance,TV-Y7-FV,570,0
super buddies,2013,Romance,G,571,0
tad: the lost explorer,2012,Romance,TV-PG,572,0
pokã©mon: indigo league,2000,Romance,TV-Y,573,74
ratchet and clank,2016,Romance,PG,574,74
pac-man and the ghostly adventures,2014,Romance,TV-Y7,575,0
iron man & captain america: heroes united,2014,Romance,PG,576,0
power rangers super megaforce,2014,Romance,TV-Y7,577,0
chuggington,2015,Romance,TV-Y,578,0
all hail king julien,2016,Romance,TV-Y7-FV,579,71
the adventures of puss in boots,2016,Romance,TV-Y7-FV,580,78
kong: king of the apes,2016,Romance,TV-Y7-FV,581,0
marvel super hero adventures: frost fight!,2015,Romance,PG,582,0
some assembly required,2015,Romance,TV-G,583,0
dinotrux,2017,Romance,TV-Y7-FV,584,0
edgar rice burroughs' tarzan and jane,2017,Romance,TV-Y7-FV,585,0
kulipari: an army of frogs,2016,Romance,TV-Y7-FV,586,0
transformers: robots in disguise,2016,Romance,TV-Y7,587,0
robocar poli,2012,Romance,TV-Y,588,0
lego bionicle: the journey to one,2016,Romance,TV-Y7-FV,589,0
lego dc comics: batman be-leaguered,2014,Romance,TV-Y7,590,0
voltron: legendary defender,2017,Romance,TV-Y7-FV,591,0
trollhunters,2016,Romance,TV-Y7-FV,592,83
buddy thunderstruck,2017,Romance,TV-PG,593,0
power rangers dino charge,2015,Romance,TV-Y7,594,0
pokã©mon: xy,2015,Romance,TV-Y7-FV,595,56
power rangers dino super charge,2016,Romance,TV-Y7,596,0
the deep,2015,Romance,TV-Y7,597,0
skylanders academy,2016,Romance,TV-Y7,598,0
marvel's hulk: where monsters dwell,2016,Romance,PG,599,0
growing up wild,2016,Romance,G,600,80
the little rascals,1994,Romance,PG,601,86
flubber,1997,Romance,PG,602,83
tarzan,1999,Romance,G,603,95
the emperor's new groove,2000,Romance,G,604,95
scooby-doo,2002,Romance,PG,605,86
lilo & stitch,2002,Romance,PG,606,95
scooby-doo 2: monsters unleashed,2004,Romance,PG,607,82
the three musketeers,2004,Romance,G,608,0
mickey's twice upon a christmas,2004,Romance,G,609,0
the pacifier,2005,Romance,PG,610,91
chicken little,2005,Romance,G,611,92
teenage mutant ninja turtles,2007,Romance,PG,612,0
bee movie,2007,Romance,PG,613,94
kung fu panda,2008,Romance,PG,614,91
coraline,2009,Romance,PG,615,95
cars toons: mater's tall tales,2010,Romance,TV-G,616,74
phineas and ferb,2012,Romance,TV-G,617,89
super why!,2015,Romance,TV-Y,618,68
jessie,2015,Romance,TV-G,619,88
disney animation collection: vol. 1: mickey and the beanstalk,2009,Romance,TV-G,620,0
lab rats,2016,Romance,TV-Y7,621,85
masha and the bear,2013,Romance,TV-Y,622,81
pocoyo,2007,Romance,TV-Y,623,67
home,2015,Romance,PG,624,94
chuggington,2015,Romance,TV-Y,625,0
octonauts,2015,Romance,TV-Y,626,0
dragons: race to the edge,2017,Romance,TV-Y7-FV,627,88
mother goose club,2016,Romance,TV-Y,628,0
little einsteins,2007,Romance,TV-Y,629,70
hotel transylvania 2,2015,Romance,PG,630,93
dawn of the croods,2017,Romance,TV-Y7,631,72
dinotrux,2017,Romance,TV-Y7-FV,632,0
goosebumps,2015,Romance,PG,633,90
kung fu panda 3,2016,Romance,PG,634,92
zootopia,2016,Romance,PG,635,97
the jungle book,2016,Romance,PG,636,97
home: adventures with tip & oh,2017,Romance,TV-Y7,637,0
open season: scared silly,2015,Romance,PG,638,72
the land before time xiv: journey of the brave,2016,Romance,G,639,0
the angry birds movie,2016,Romance,PG,640,92
alice through the looking glass,2016,Romance,PG,641,96
finding dory,2016,Romance,PG,642,98
the secret life of pets,2016,Romance,PG,643,0
ask the storybots,2016,Romance,TV-Y,644,0
the furchester hotel,2015,Romance,TV-Y,645,0
goldie & bear,2016,Romance,TV-Y,646,77
little baby bum: nursery rhyme friends,2016,Romance,TV-Y,647,0
angry birds,2013,Romance,TV-G,648,0
tayo the little bus,2014,Romance,TV-Y,649,0
talking tom and friends,2016,Romance,TV-G,650,61
the little rascals,1994,Romance,PG,651,86
antz,1998,Romance,PG,652,80
tarzan,1999,Romance,G,653,95
an extremely goofy movie,1999,Romance,G,654,67
chicken run,2000,Romance,G,655,80
the emperor's new groove,2000,Romance,G,656,95
lilo & stitch,2002,Romance,PG,657,95
spy kids 3: game over,2003,Romance,PG,658,64
annie,1982,Romance,PG,659,68
mulan 2,2004,Romance,G,660,85
chicken little,2005,Romance,G,661,92
lilo & stitch 2: stitch has a glitch,2005,Romance,PG,662,85
teenage mutant ninja turtles,2007,Romance,PG,663,0
bee movie,2007,Romance,PG,664,94
kung fu panda,2008,Romance,PG,665,91
cars toons: mater's tall tales,2010,Romance,TV-G,666,74
super why!,2015,Romance,TV-Y,667,68
dreamworks shrek's swamp stories,2008,Romance,TV-PG,668,56
beverly hills chihuahua 3: viva la fiesta!,2012,Romance,G,669,0
dreamworks spooky stories: volume 2,2011,Romance,TV-PG,670,0
the magic school bus,1997,Romance,TV-Y,671,81
goosebumps,1998,Family,TV-Y7,672,88
sammy 2,2012,Family,TV-PG,673,0
disney animation collection: vol. 1: mickey and the beanstalk,2009,Family,TV-G,674,0
masha and the bear,2013,Family,TV-Y,675,81
pocoyo,2007,Family,TV-Y,676,67
sofia the first,2015,Family,TV-Y,677,82
barbie life in the dreamhouse,2012,Family,TV-G,678,85
paddington,2014,Family,PG,679,70
larva,2015,Family,TV-G,680,0
sid the science kid,2008,Family,TV-Y,681,0
chuggington,2015,Family,TV-Y,682,0
all hail king julien,2016,Family,TV-Y7-FV,683,71
octonauts,2015,Family,TV-Y,684,0
minions,2015,Family,PG,685,96
dragons: race to the edge,2017,Family,TV-Y7-FV,686,88
little einsteins,2007,Family,TV-Y,687,70
hotel transylvania 2,2015,Family,PG,688,93
dinotrux,2017,Family,TV-Y7-FV,689,0
the little prince,2015,Family,PG,690,71
word party,2016,Family,TV-Y,691,0
zootopia,2016,Family,PG,692,97
the jungle book,2016,Family,PG,693,97
home: adventures with tip & oh,2017,Family,TV-Y7,694,0
open season: scared silly,2015,Family,PG,695,72
the angry birds movie,2016,Family,PG,696,92
finding dory,2016,Family,PG,697,98
the secret life of pets,2016,Family,PG,698,0
goldie & bear,2016,Family,TV-Y,699,77
talking tom and friends,2016,Family,TV-G,700,61
cool runnings,1993,Family,PG,701,81
homeward bound: the incredible journey,1993,Family,G,702,96
the little rascals,1994,Family,PG,703,86
anastasia,1997,Family,G,704,93
tarzan,1999,Family,G,705,95
the emperor's new groove,2000,Family,G,706,95
scooby-doo,2002,Family,PG,707,86
lilo & stitch,2002,Family,PG,708,95
missione hamburger,1997,Family,PG,709,75
chicken little,2005,Family,G,710,92
curious george,2006,Family,G,711,55
bee movie,2007,Family,PG,712,94
kung fu panda,2008,Family,PG,713,91
coraline,2009,Family,PG,714,95
cars toons: mater's tall tales,2010,Family,TV-G,715,74
super why!,2015,Family,TV-Y,716,68
jessie,2015,Family,TV-G,717,88
secret of the wings,2012,Family,G,718,65
the magic school bus,1997,Family,TV-Y,719,81
sammy 2,2012,Family,TV-PG,720,0
masha and the bear,2013,Family,TV-Y,721,81
sofia the first,2015,Family,TV-Y,722,82
barbie life in the dreamhouse,2012,Family,TV-G,723,85
clifford the big red dog,2002,Family,TV-Y,724,0
home,2015,Family,PG,725,94
paddington,2014,Family,PG,726,70
chuggington,2015,Family,TV-Y,727,0
octonauts,2015,Family,TV-Y,728,0
minions,2015,Family,PG,729,96
dragons: race to the edge,2017,Family,TV-Y7-FV,730,88
little einsteins,2007,Family,TV-Y,731,70
hotel transylvania 2,2015,Family,PG,732,93
dinotrux,2017,Family,TV-Y7-FV,733,0
walt disney animation studios short films collection,2015,Family,TV-G,734,84
kung fu panda 3,2016,Family,PG,735,92
bunk'd,2016,Family,TV-G,736,61
zootopia,2016,Family,PG,737,97
the jungle book,2016,Family,PG,738,97
open season: scared silly,2015,Family,PG,739,72
the land before time xiv: journey of the brave,2016,Family,G,740,0
the angry birds movie,2016,Family,PG,741,92
alice through the looking glass,2016,Family,PG,742,96
the bfg,2016,Family,PG,743,97
the secret life of pets,2016,Family,PG,744,0
pete's dragon,2016,Family,PG,745,93
kubo and the two strings,2016,Family,PG,746,96
goldie & bear,2016,Family,TV-Y,747,77
little baby bum: nursery rhyme friends,2016,Family,TV-Y,748,0
growing up wild,2016,Family,G,749,80
the real ghostbusters,1990,Family,TV-Y7,750,65
cool runnings,1993,Family,PG,751,81
anastasia,1997,Family,G,752,93
antz,1998,Family,PG,753,80
babe: pig in the city,1998,Family,G,754,0
the prince of egypt,1998,Family,PG,755,81
paulie,1998,Family,PG,756,0
tarzan,1999,Family,G,757,95
the road to el dorado,2000,Family,PG,758,91
fantasia 2000,2000,Family,G,759,0
pocahontas ii: journey to a new world,1998,Family,TV-G,760,64
the emperor's new groove,2000,Family,G,761,95
fantasia,1940,Family,G,762,61
an american tail,1986,Family,G,763,67
pooh's grand adventure: the search for christopher robin,1997,Family,G,764,0
ferngully 2: the magical rescue,1998,Family,G,765,0
balto 2: wolf quest,2001,Family,G,766,0
balto,1995,Family,G,767,64
back to the secret garden,2002,Family,G,768,0
the brave little toaster goes to mars,1998,Family,G,769,0
the brave little toaster to the rescue,1997,Family,G,770,0
an american tail: the mystery of the night monster,1999,Family,G,771,0
an american tail: fievel goes west,1991,Family,G,772,0
the last unicorn,1982,Family,G,773,0
the iron giant,1999,Family,PG,774,83
brother bear 2,2006,Family,G,775,57
the fox and the hound 2,2006,Family,G,776,0
the smurfs and the magic flute,1976,Family,G,777,0
jetsons: the movie,1990,Family,G,778,0
we're back! a dinosaur's story,1993,Family,G,779,0
a monster in paris,2011,Family,PG,780,0
the gruffalo,2009,Family,TV-Y,781,0
dreamworks how to train your dragon legends,2011,Family,TV-PG,782,0
ernest & celestine,2012,Family,PG,783,0
the magic school bus,1997,Family,TV-Y,784,81
animaniacs,1997,Family,TV-Y7,785,72
disney animation collection: vol. 4: the tortoise and the hare,2009,Family,TV-G,786,0
poppixie,2011,Family,TV-G,787,0
jack and the cuckoo-clock heart,2013,Family,PG,788,0
the pirate fairy,2014,Family,G,789,57
axel: the biggest little hero,2013,Family,PG,790,0
the adventures of figaro pho,2015,Family,TV-Y7,791,0
the boxcar children,2014,Family,G,792,0
pet pals in windland,2014,Family,TV-G,793,0
walt disney animation studios short films collection,2015,Family,TV-G,794,84
alpha and omega: dino digs,2016,Family,TV-G,795,0
alice through the looking glass,2016,Family,PG,796,96
quackerz,2016,Family,PG,797,0
hatched,2013,Family,TV-Y7,798,0
blinky bill: the movie,2015,Family,PG,799,0
the real ghostbusters,1990,Family,TV-Y7,800,65
flubber,1997,Family,PG,801,83
anastasia,1997,Family,G,802,93
an extremely goofy movie,1999,Family,G,803,67
an american tail,1986,Family,G,804,67
scooby-doo,2002,Family,PG,805,86
ferngully: the last rainforest,1992,kids,G,806,70
balto 2: wolf quest,2001,kids,G,807,0
balto,1995,kids,G,808,64
the lizzie mcguire movie,2003,kids,PG,809,0
the brave little toaster goes to mars,1998,kids,G,810,0
the brave little toaster to the rescue,1997,kids,G,811,0
recess: taking the fifth grade,2003,kids,G,812,0
an american tail: the mystery of the night monster,1999,kids,G,813,0
an american tail: fievel goes west,1991,kids,G,814,0
the iron giant,1999,kids,PG,815,83
the very hungry caterpillar and other stories,1993,kids,TV-Y,816,0
the hero of color city,2014,kids,G,817,0
dino squad,2008,kids,TV-Y7,818,0
the little engine that could,2011,kids,G,819,0
delhi safari,2012,kids,PG,820,0
ninja turtles: the next mutation,1997,kids,TV-Y7-FV,821,0
pound puppies,2013,kids,TV-Y,822,0
sammy 2,2012,kids,TV-PG,823,0
monster math squad,2012,kids,TV-G,824,0
care bears: welcome to care-a-lot,2012,kids,TV-Y,825,0
clifford the big red dog,2002,kids,TV-Y,826,0
clifford's puppy days,2003,kids,TV-Y,827,0
axel: the biggest little hero,2013,kids,PG,828,0
agent f.o.x.,2014,kids,PG,829,0
dinosaur king,2008,kids,TV-Y7-FV,830,0
ribbit,2014,kids,PG,831,0
chuggington,2015,kids,TV-Y,832,0
rooster doodle-doo,2014,kids,TV-G,833,0
octonauts,2015,kids,TV-Y,834,0
kong: king of the apes,2016,kids,TV-Y7-FV,835,0
my animal friends,2013,kids,TV-Y,836,0
worms,2013,kids,PG,837,0
puffin rock,2016,kids,TV-Y,838,0
little einsteins,2007,kids,TV-Y,839,70
hotel transylvania 2,2015,kids,PG,840,93
dinotrux,2017,kids,TV-Y7-FV,841,0
the mr. peabody and sherman show,2017,kids,TV-Y7,842,0
zoobabu,2010,kids,TV-Y,843,0
alpha and omega: dino digs,2016,kids,TV-G,844,0
gon,2013,kids,TV-G,845,0
sid the science kid: the movie,2012,kids,TV-Y,846,0
the land before time xiv: journey of the brave,2016,kids,G,847,0
the secret life of pets,2016,kids,PG,848,0
lego jurassic world: the indominus escape,2016,kids,TV-Y7,849,0
the real ghostbusters,1990,kids,TV-Y7,850,65
cool runnings,1993,kids,PG,851,81
anastasia,1997,kids,G,852,93
antz,1998,kids,PG,853,80
babe: pig in the city,1998,kids,G,854,0
the prince of egypt,1998,kids,PG,855,81
paulie,1998,kids,PG,856,0
tarzan,1999,kids,G,857,95
the road to el dorado,2000,kids,PG,858,91
fantasia 2000,2000,kids,G,859,0
pocahontas ii: journey to a new world,1998,kids,TV-G,860,64
the emperor's new groove,2000,kids,G,861,95
fantasia,1940,kids,G,862,61
an american tail,1986,kids,G,863,67
pooh's grand adventure: the search for christopher robin,1997,kids,G,864,0
ferngully 2: the magical rescue,1998,kids,G,865,0
balto 2: wolf quest,2001,kids,G,866,0
balto,1995,kids,G,867,64
back to the secret garden,2002,kids,G,868,0
the brave little toaster goes to mars,1998,kids,G,869,0
the brave little toaster to the rescue,1997,kids,G,870,0
an american tail: the mystery of the night monster,1999,kids,G,871,0
an american tail: fievel goes west,1991,kids,G,872,0
the last unicorn,1982,kids,G,873,0
the iron giant,1999,kids,PG,874,83
brother bear 2,2006,kids,G,875,57
the fox and the hound 2,2006,kids,G,876,0
the smurfs and the magic flute,1976,kids,G,877,0
jetsons: the movie,1990,kids,G,878,0
we're back! a dinosaur's story,1993,kids,G,879,0
a monster in paris,2011,kids,PG,880,0
the gruffalo,2009,kids,TV-Y,881,0
dreamworks how to train your dragon legends,2011,kids,TV-PG,882,0
ernest & celestine,2012,kids,PG,883,0
the magic school bus,1997,kids,TV-Y,884,81
animaniacs,1997,kids,TV-Y7,885,72
disney animation collection: vol. 4: the tortoise and the hare,2009,kids,TV-G,886,0
poppixie,2011,kids,TV-G,887,0
jack and the cuckoo-clock heart,2013,kids,PG,888,0
the pirate fairy,2014,kids,G,889,57
axel: the biggest little hero,2013,kids,PG,890,0
the adventures of figaro pho,2015,kids,TV-Y7,891,0
the boxcar children,2014,kids,G,892,0
pet pals in windland,2014,kids,TV-G,893,0
walt disney animation studios short films collection,2015,kids,TV-G,894,84
alpha and omega: dino digs,2016,kids,TV-G,895,0
alice through the looking glass,2016,kids,PG,896,96
quackerz,2016,kids,PG,897,0
hatched,2013,kids,TV-Y7,898,0
blinky bill: the movie,2015,kids,PG,899,0
the real ghostbusters,1990,kids,TV-Y7,900,65
cool runnings,1993,kids,PG,901,81
homeward bound: the incredible journey,1993,kids,G,902,96
anastasia,1997,kids,G,903,93
antz,1998,kids,PG,904,80
babe: pig in the city,1998,kids,G,905,0
the road to el dorado,2000,kids,PG,906,91
fantasia 2000,2000,kids,G,907,0
fantasia,1940,kids,G,908,61
harry and the hendersons,1987,kids,PG,909,58
pooh's grand adventure: the search for christopher robin,1997,kids,G,910,0
cats & dogs,2001,kids,PG,911,0
atlantis: the lost empire,2001,kids,PG,912,96
ferngully: the last rainforest,1992,kids,G,913,70
balto 2: wolf quest,2001,kids,G,914,0
balto,1995,kids,G,915,64
back to the secret garden,2002,kids,G,916,0
tarzan & jane,2002,kids,G,917,0
atlantis: milo's return,2003,kids,G,918,79
the brave little toaster goes to mars,1998,kids,G,919,0
the brave little toaster to the rescue,1997,kids,G,920,0
annie,1982,kids,PG,921,68
recess: taking the fifth grade,2003,kids,G,922,0
an american tail: the mystery of the night monster,1999,kids,G,923,0
batched,2000,kids,G,924,0
an american tail: fievel goes west,1991,kids,G,925,0
winnie the pooh: springtime with roo,2004,kids,G,926,0
the last unicorn,1982,kids,G,927,0
the iron giant,1999,kids,PG,928,83
mulan 2,2004,kids,G,929,85
pooh's heffalump movie,2005,kids,G,930,0
kronk's new groove,2005,kids,G,931,0
corpse bride,2005,kids,PG,932,91
brother bear 2,2006,kids,G,933,57
the smurfs and the magic flute,1976,kids,G,934,0
jetsons: the movie,1990,kids,G,935,0
we're back! a dinosaur's story,1993,kids,G,936,0
ernest & celestine,2012,kids,PG,937,0
animaniacs,1997,kids,TV-Y7,938,72
disney animation collection: vol. 1: mickey and the beanstalk,2009,kids,TV-G,939,0
disney animation collection: vol. 2: three little pigs,2009,kids,TV-G,940,0
disney animation collection: vol. 4: the tortoise and the hare,2009,kids,TV-G,941,0
the pirate fairy,2014,kids,G,942,57
underdogs,2013,kids,PG,943,0
the boxcar children,2014,kids,G,944,0
ribbit,2014,kids,PG,945,0
yellowbird,2014,kids,PG,946,0
octonauts,2015,kids,TV-Y,947,0
the land before time xiv: journey of the brave,2016,kids,G,948,0
quackerz,2016,kids,PG,949,0
growing up wild,2016,kids,G,950,80
cool runnings,1993,kids,PG,951,81
mr. magoo,1997,kids,PG,952,0
flubber,1997,kids,PG,953,83
anastasia,1997,kids,G,954,93
antz,1998,kids,PG,955,80
babe: pig in the city,1998,kids,G,956,0
paulie,1998,kids,PG,957,0
the road to el dorado,2000,kids,PG,958,91
air bud: world pup,2000,kids,G,959,0
an american tail,1986,kids,G,960,67
harry and the hendersons,1987,kids,PG,961,58
cats & dogs,2001,kids,PG,962,0
baby's day out,1994,kids,PG,963,71
balto 2: wolf quest,2001,kids,G,964,0
balto,1995,kids,G,965,64
back to the secret garden,2002,kids,G,966,0
blank check,1994,kids,PG,967,93
heavyweights,1995,kids,PG,968,74
inspector gadget 2,2003,kids,G,969,0
air bud: spikes back,2003,kids,G,970,0
annie,1982,kids,PG,971,68
an american tail: fievel goes west,1991,kids,G,972,0
d2: the mighty ducks,1994,kids,PG,973,70
"honey, i shrunk the kids",1989,kids,PG,974,80
the iron giant,1999,kids,PG,975,83
the fox and the hound 2,2006,kids,G,976,0
air buddies,2006,kids,PG,977,0
dr. dolittle: tail to the chief,2008,kids,PG,978,0
flicka 2,2010,kids,PG,979,0
h2o: just add water,2009,kids,TV-PG,980,74
the gruffalo,2009,kids,TV-Y,981,0
dolphin tale,2011,kids,PG,982,0
pound puppies,2013,kids,TV-Y,983,0
beverly hills chihuahua 3: viva la fiesta!,2012,kids,G,984,0
the magic school bus,1997,kids,TV-Y,985,81
step dogs,2013,kids,TV-PG,986,0
pokã©mon: indigo league,2000,kids,TV-Y,987,74
mia and me,2015,Action,TV-Y,988,0
paddington,2014,Action,PG,989,70
russell madness,2015,Action,PG,990,0
my animal friends,2013,Action,TV-Y,991,0
dawn of the croods,2017,Action,TV-Y7,992,72
alpha and omega: dino digs,2016,Action,TV-G,993,0
wiener dog internationals,2015,Action,G,994,0
pup star,2016,Action,G,995,0
the bfg,2016,Action,PG,996,97
the secret life of pets,2016,Action,PG,997,0
precious puppies,2003,Action,TV-G,998,0
beary tales,2013,Action,TV-G,999,0
growing up wild,2016,Action,G,1000,80
